SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10.0,1.0,INE204A01010,10.0,INE204A01010,BOTH,500199.0,IGPL,I G PETROCHEMICALS LTD.,Active,B ,10.0,INE204A01010,Commodity Chemicals,Equity
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2.0,1.0,INE530B01024,2.0,INE530B01024,BOTH,532636.0,IIFL,IIFL Holdings Limited,Active,A ,2.0,INE530B01024,Other Financial Services,Equity
IITL,Industrial Investment Trust Limited,EQ,17-AUG-2010,10.0,1.0,INE886A01014,10.0,INE886A01014,BOTH,501295.0,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,T ,10.0,INE886A01014,Finance (including NBFCs),Equity
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10.0,1.0,INE369I01014,10.0,INE369I01014,BOTH,532907.0,IL&amp;FSENGG,IL&amp;FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Active,T ,10.0,INE369I01014,Construction &amp; Engineering,Equity
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10.0,1.0,INE975G01012,10.0,INE975G01012,BOTH,533177.0,IL&amp;FSTRANS,IL&amp;FS Transportation Networks Ltd,Active,A ,10.0,INE975G01012,Roads &amp; Highways,Equity
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-APR-2015,10.0,1.0,INE172N01012,10.0,INE172N01012,BOTH,539056.0,ADLABS,Adlabs Entertainment Ltd,Active,T ,10.0,INE172N01012,Other Leisure Facilities,Equity
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10.0,1.0,INE919H01018,10.0,INE919H01018,BOTH,533047.0,IMFA,INDIAN METALS &amp; FERRO ALLOYS LTD.,Active,B ,10.0,INE919H01018,Iron &amp; Steel/Interm.Products,Equity
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10.0,1.0,INE547E01014,10.0,INE547E01014,BOTH,590065.0,IMPAL,INDIA MOTOR PARTS &amp; ACCESSORIES LTD.,Active,B ,10.0,INE547E01014,Comm.Trading  &amp; Distribution,Equity
IMPEXFERRO,Impex Ferro Tech Limited,BZ,03-FEB-2005,10.0,1.0,INE691G01015,10.0,INE691G01015,BOTH,532614.0,IMPEXFERRO,IMPEX FERRO TECH LTD.,Suspended,T ,10.0,INE691G01015,Iron &amp; Steel/Interm.Products,Equity
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10.0,1.0,INE452L01012,10.0,INE452L01012,BOTH,538365.0,ADHUNIKIND,Adhunik Industries Ltd,Active,T ,10.0,INE452L01012,Iron &amp; Steel/Interm.Products,Equity
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10.0,1.0,INE841B01017,10.0,INE841B01017,BOTH,511473.0,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,Active,B ,10.0,INE841B01017,Other Financial Services,Equity
INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1.0,1.0,INE053A01029,1.0,INE053A01029,BOTH,500850.0,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A ,1.0,INE053A01029,Hotels,Equity
INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10.0,1.0,INE383A01012,10.0,INE383A01012,BOTH,530005.0,INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.0,INE383A01012,Cement &amp; Cement Products,Equity
INDIANB,Indian Bank,EQ,01-MAR-2007,10.0,1.0,INE562A01011,10.0,INE562A01011,BOTH,532814.0,INDIANB,INDIAN BANK,Active,A ,10.0,INE562A01011,Banks,Equity
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10.0,1.0,INE061A01014,10.0,INE061A01014,BOTH,509692.0,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,Active,B ,10.0,INE061A01014,Textiles,Equity
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2.0,1.0,INE323C01030,2.0,INE323C01030,BOTH,504741.0,INDIANHUME,INDIAN HUME PIPE CO.LTD.,Active,B ,2.0,INE323C01030,Cement &amp; Cement Products,Equity
INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10.0,1.0,INE646L01027,10.0,INE646L01027,BOTH,539448.0,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.0,INE646L01027,Airlines,Equity
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2.0,1.0,INE873D01024,2.0,INE873D01024,BOTH,532612.0,INDOCO,INDOCO REMEDIES LTD.,Active,B ,2.0,INE873D01024,Pharmaceuticals,Equity
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10.0,1.0,INE156A01020,10.0,INE156A01020,BOTH,500207.0,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B ,10.0,INE156A01020,Textiles,Equity
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10.0,1.0,INE332H01014,10.0,INE332H01014,BOTH,532717.0,INDOTECH,INDO TECH TRANSFORMERS LTD.,Active,B ,10.0,INE332H01014,Heavy Electrical Equipment,Equity
INDOWIND,Indowind Energy Limited,EQ,14-SEP-2007,10.0,1.0,INE227G01018,10.0,INE227G01018,BOTH,532894.0,INDOWIND,INDOWIND ENERGY LTD.,Active,T ,10.0,INE227G01018,Electric Utilities,Equity
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10.0,1.0,INE681B01017,10.0,INE681B01017,BOTH,532150.0,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Active,B ,10.0,INE681B01017,Healthcare Facilities,Equity
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-JUL-1997,10.0,1.0,INE915B01019,10.0,INE915B01019,BOTH,532305.0,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,Active,B ,10.0,INE915B01019,Pharmaceuticals,Equity
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2.0,1.0,INE611L01021,2.0,INE611L01021,BOTH,533329.0,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.0,INE611L01021,Other Apparels &amp; Accessories,Equity
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10.0,1.0,INE095A01012,10.0,INE095A01012,BOTH,532187.0,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10.0,INE095A01012,Banks,Equity
INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10.0,1.0,INE121J01017,10.0,INE121J01017,BOTH,534816.0,INFRATEL,BHARTI INFRATEL LTD.,Active,A ,10.0,INE121J01017,Other Telecom Services,Equity
INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1.0,1.0,INE483S01020,1.0,INE483S01020,BOTH,539807.0,INFIBEAM,Infibeam Incorporation Ltd,Active,A ,1.0,INE483S01020,Internet Software &amp; Services,Equity
INFOMEDIA,Infomedia Press Limited,EQ,12-OCT-2006,10.0,1.0,INE669A01022,10.0,INE669A01022,BOTH,509069.0,INFOMEDIA,INFOMEDIA PRESS LTD.,Suspended,T ,10.0,INE669A01022,Publishing,Equity
INFY,Infosys Limited,EQ,08-FEB-1995,5.0,1.0,INE009A01021,5.0,INE009A01021,BOTH,500209.0,INFY,INFOSYS LTD.,Active,A ,5.0,INE009A01021,IT Consulting &amp; Software,Equity
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10.0,1.0,INE177A01018,10.0,INE177A01018,BOTH,500210.0,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,B ,10.0,INE177A01018,Industrial Machinery,Equity
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10.0,1.0,INE066P01011,10.0,INE066P01011,BOTH,539083.0,INOXWIND,Inox Wind Ltd,Active,B ,10.0,INE066P01011,Heavy Electrical Equipment,Equity
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10.0,1.0,INE070I01018,10.0,INE070I01018,BOTH,532851.0,INSECTICID,INSECTICIDES (INDIA) LTD.,Active,B ,10.0,INE070I01018,Agrochemicals,Equity
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10.0,1.0,INE020G01017,10.0,INE020G01017,BOTH,532774.0,AFL,ACCEL FRONTLINE LTD.,Suspended,T ,10.0,INE020G01017,IT Consulting &amp; Software,Equity
INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5.0,1.0,INE306R01017,5.0,INE306R01017,BOTH,538835.0,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.0,INE306R01017,IT Software Products,Equity
INTENTECH,Intense Technologies Limited,BE,23-MAR-2017,2.0,1.0,INE781A01025,2.0,INE781A01025,BOTH,532326.0,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,Active,B ,2.0,INE781A01025,IT Software Products,Equity
IOB,Indian Overseas Bank,EQ,07-DEC-2000,10.0,1.0,INE565A01014,10.0,INE565A01014,BOTH,532388.0,IOB,INDIAN OVERSEAS BANK,Active,A ,10.0,INE565A01014,Banks,Equity
IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10.0,1.0,INE242A01010,10.0,INE242A01010,BOTH,530965.0,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.0,INE242A01010,Oil Marketing &amp; Distribution,Equity
IRIS,Iris Business Services Limited,EQ,08-NOV-2021,10.0,1.0,INE864K01010,10.0,INE864K01010,BOTH,540735.0,IRIS,IRIS Business Services Ltd,Active,M ,10.0,INE864K01010,IT Software Products,Equity
ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10.0,1.0,INE566K01011,10.0,INE566K01011,BOTH,533181.0,ISFT,INTRASOFT TECHNOLOGIES LTD.,Active,B ,10.0,INE566K01011,Internet &amp; Catalogue Retail,Equity
ITC,ITC Limited,EQ,23-AUG-1995,1.0,1.0,INE154A01025,1.0,INE154A01025,BOTH,500875.0,ITC,ITC LTD.,Active,A ,1.0,INE154A01025,Cigarettes-Tobacco Products,Equity
ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10.0,1.0,INE353K01014,10.0,INE353K01014,BOTH,532189.0,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Active,B ,10.0,INE353K01014,Hotels,Equity
ITI,ITI Limited,EQ,15-SEP-2003,10.0,1.0,INE248A01017,10.0,INE248A01017,BOTH,523610.0,ITI,ITI LTD.,Active,B ,10.0,INE248A01017,Telecom Equipment,Equity
IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2.0,1.0,INE050B01023,2.0,INE050B01023,BOTH,511208.0,IVC,IL&amp;FS INVESTMENT MANAGERS LTD.,Active,B ,2.0,INE050B01023,Asset Management Cos.,Equity
IVP,IVP Limited,EQ,13-SEP-1995,10.0,1.0,INE043C01018,10.0,INE043C01018,BOTH,507580.0,IVP,IVP LTD.,Active,B ,10.0,INE043C01018,Commodity Chemicals,Equity
IZMO,IZMO Limited,EQ,05-FEB-2007,10.0,1.0,INE848A01014,10.0,INE848A01014,BOTH,532341.0,IZMO,IZMO Limited-$,Active,B ,10.0,INE848A01014,IT Consulting &amp; Software,Equity
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1.0,1.0,INE168A01041,1.0,INE168A01041,BOTH,532209.0,J&amp;KBANK,JAMMU &amp; KASHMIR BANK LTD.,Active,A ,1.0,INE168A01041,Banks,Equity
JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2.0,1.0,INE199G01027,2.0,INE199G01027,BOTH,532705.0,JAGRAN,JAGRAN PRAKASHAN LTD.,Active,B ,2.0,INE199G01027,Publishing,Equity
JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1.0,1.0,INE070D01027,1.0,INE070D01027,BOTH,512237.0,JAICORPLTD,JAI CORP LTD.,Active,B ,1.0,INE070D01027,Iron &amp; Steel/Interm.Products,Equity
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1.0,1.0,INE039C01032,1.0,INE039C01032,BOTH,520051.0,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,Active,B ,1.0,INE039C01032,Auto Parts &amp; Equipment,Equity
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5.0,1.0,INE785A01026,5.0,INE785A01026,BOTH,524330.0,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,Active,B ,5.0,INE785A01026,Specialty Chemicals,Equity
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10.0,1.0,INE854B01010,10.0,INE854B01010,BOTH,522285.0,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Active,T ,10.0,INE854B01010,Iron &amp; Steel/Interm.Products,Equity
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5.0,1.0,INE364A01020,5.0,INE364A01020,BOTH,509715.0,JAYSHREETEA,JAY SHREE TEA &amp; INDUSTRIES LTD.,Active,T ,5.0,INE364A01020,Tea &amp; Coffee,Equity
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10.0,1.0,INE782A01015,10.0,INE782A01015,BOTH,523398.0,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,B ,10.0,INE782A01015,Consumer Electronics,Equity
JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10.0,1.0,INE544H01014,10.0,INE544H01014,BOTH,532771.0,JHS,JHS SVENDGAARD LABORATORIES LTD.,Active,B ,10.0,INE544H01014,Personal Products,Equity
JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10.0,1.0,INE796G01012,10.0,INE796G01012,BOTH,532624.0,JINDALPHOT,JINDAL PHOTO LTD.,Active,T ,10.0,INE796G01012,Photographic Products,Equity
JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10.0,1.0,INE197D01010,10.0,INE197D01010,BOTH,500227.0,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,B ,10.0,INE197D01010,Commodity Chemicals,Equity
JINDALSTEL,JINDAL STEEL LIMITED,EQ,29-DEC-1999,1.0,1.0,INE749A01030,1.0,INE749A01030,BOTH,532286.0,JINDALSTEL,JINDAL STEEL &amp; POWER LTD.,Active,A ,1.0,INE749A01030,Iron &amp; Steel/Interm.Products,Equity
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5.0,1.0,INE742C01031,5.0,INE742C01031,BOTH,511034.0,JINDRILL,JINDAL DRILLING &amp; INDUSTRIES LTD.,Active,B ,5.0,INE742C01031,Exploration &amp; Production,Equity
JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2.0,1.0,IN9175A01010,2.0,IN9175A01010,BOTH,570004.0,JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.,Active,B ,2.0,IN9175A01010,Plastic Products,Equity
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2.0,1.0,INE175A01038,2.0,INE175A01038,BOTH,500219.0,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A ,2.0,INE175A01038,Plastic Products,Equity
JITFINFRA,JITF Infralogistics Limited,BE,27-FEB-2017,2.0,1.0,INE863T01013,2.0,INE863T01013,BOTH,540311.0,JITFINFRA,JITF Infralogistics Ltd,Active,T ,2.0,INE863T01013,Transport Related Services,Equity
JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10.0,1.0,INE823G01014,10.0,INE823G01014,BOTH,532644.0,JKCEMENT,J.K.CEMENT LTD.,Active,B ,10.0,INE823G01014,Cement &amp; Cement Products,Equity
JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5.0,1.0,INE576I01022,5.0,INE576I01022,BOTH,532940.0,JKIL,J.KUMAR INFRAPROJECTS LTD.,Active,B ,5.0,INE576I01022,Construction &amp; Engineering,Equity
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5.0,1.0,INE786A01032,5.0,INE786A01032,BOTH,500380.0,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.0,INE786A01032,Cement &amp; Cement Products,Equity
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5.0,1.0,INE786A01032,5.0,INE786A01032,BOTH,534044.0,JKLAKBBPH,JKLAKBBPH,Suspended,B ,5.0,INE786A01032,,Equity
JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10.0,1.0,INE789E01012,10.0,INE789E01012,BOTH,532162.0,JKPAPER,JK PAPER LTD.,Active,B ,10.0,INE789E01012,Paper &amp; Paper Products,Equity
